labno,unitno,serialno,regno,custid,cust_name,modelid,makeid,make,compartid,compart,compartsn,oiltypeid,oilgradeid,coolantid,notesos,label,last_interpret_date,sampledate,processdate,oiladded,oilhours,actual_fluid_hours,meterread,oilchanged,filterchanged,evalcode,Job Site,Sampled Site,dateReported,Confirmed,Problem Solved,Action Taken,jobno,Customer Groups,Market Status,Report Logo,Region,cmu,interpreter,EC,pH,Prec,Soln,NO2,NO3,Cl-,GLY,SO4,Odour,SolInt,SolCol,SolApp,SolCon,PptAmt,PptCol,PptMag,PptApp,OdrOdr,SolFoam,SolOil,SolFuel,S,Cu,Fe,Cr,Pb,Al,Si,Sn,Ni,Na,K,Mo,Ca,Mg,P,Zn,V40,V100,F,WAT,UST,UOXI,USUL,UNIT,PQ,DEP,TAN,Ti,Sb,V,B,Ag,Mn,Cd,Ba,Be,Bi,Li,TH,ISO,PC4,PC6,PC10,PC14,PC50,S_%,GLO,As,Co,In,Ga,Frp,La,Lu,APP,RI,Sc,Se,W,COL,Y,API,FP,TBN,VI,TDS
10204751638,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,075952A,Hub Axle 2 Right,,SAE,SAE 80W90,,Bearing/bushing and shaft/gear wear indicated. PQ Index number (ferrous material) higher than typical. Heavy concentration of water present. Other contaminant levels acceptable. Viscosity low for specified oil grade.Action: Check all water access points (breathers/seals). Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-15 00:00:00,2020-05-04 00:00:00,0,6033,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1429,25,2,4,13,13,11,21,0.99,1,118,6,844,138,100,,,700,,7.4,,,958,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751645,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,075943F,Hub Axle 2 Left,,SAE,SAE 80W90,,Bearing/bushing and shaft/gear wear indicated. PQ Index number (ferrous material) higher than typical. Other contaminant levels acceptable. Viscosity low for specified oil grade.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-15 00:00:00,2020-05-04 00:00:00,0,6033,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,699,11,1,2,6,5,6,18,1,0.99,129,3,849,137,97,,,99.9,,6.9,,,536,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676108,213083,ARN213-083,,0,,Unknown,,ZF,079CBE7,Hub Axle 3 Right,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Bearing/bushing and shaft/gear wear indicated. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Please check recorded viscosity against requirements.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to monitor and establish wear trend.  Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-10-31 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,560,12,1,3,3,7,5,20,0.99,0.99,93,2,794,100,101,,,99.9,,5.8,,,236,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751629,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,075940F,Hub Axle 1 Left,,SAE,SAE 80W90,,Bearing/bushing and shaft/gear wear indicated. PQ Index number (ferrous material) abnormally high. Other contaminant levels acceptable. Viscosity low for specified oil grade.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-15 00:00:00,2020-05-04 00:00:00,0,6033,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1183,20,1,3,8,10,8,18,0.99,1,122,4,852,129,100,,,99.9,,6.8,,,1702,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676114,213083,ARN213-083,,0,,Unknown,,ZF,079CBDD,Hub Axle 1 Right,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Bearing/bushing and shaft/gear wear indicated. Heavy concentration of water present. Other contaminant levels acceptable. Viscosity within specified operating range.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Check all water access points (breathers/seals). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-11-02 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,545,12,1,3,5,8,5,20,0.99,0.99,95,3,799,101,107,,,800,,7.8,,,271,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204701317,213085,ARN213-085,,0,,Unknown,,ZF,075940F,Hub Axle 1 Left,,SAE,SAE 80W90,,"Chromium level abnormal. All other wear levels appear satisfactory for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Viscosity low for specified oil grade.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to monitor and establish wear trend. Note: Oil type stated as, 0-226 80w90.",,2020-01-17 00:00:00,2020-01-10 00:00:00,2020-01-13 00:00:00,,644,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,404,10,1,2,4,5,3,19,0.99,0.99,123,2,824,116,107,,,99.9,,6.4,,,307,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751632,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,07593B4,Hub Axle 4 Left,,SAE,SAE 80W90,,Chromium level elevated. All other wear levels within limits. Abrasive and other contaminant levels are acceptable. Viscosity low for specified oil grade.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-15 00:00:00,2020-05-04 00:00:00,0,6033,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,191,5,1,1,4,2,1,20,1,0.99,133,2,855,150,93,,,99.9,,7.5,,,115,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204880043,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,075943F,Hub Axle 2 Left,,SAE,SAE 80W90,,"Bearing/bushing and shaft/gear wear indicated. Heavy concentration of water present. Other contaminant levels acceptable. Viscosity low for specified oil grade.Action: Check all water access points (breathers/seals). Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). As oil already changed and if visible metal/debris was acceptable, resample at a reduced service interval to further monitor. ",,2021-02-01 00:00:00,2021-01-21 00:00:00,2021-01-29 00:00:00,0,8233,,,Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,824,11,1,2,8,4,7,24,0.99,0.99,117,4,869,150,97,,,1000,,6.9,,,150,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751637,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,07593C4,Hub Axle 1 Right,,SAE,SAE 80W90,,Chromium level abnormal. All other wear levels within limits. Abrasive and other contaminant levels are acceptable. Viscosity low for specified oil grade.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-15 00:00:00,2020-05-04 00:00:00,0,6033,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,332,7,1,2,4,4,2,18,1,0.99,109,2,858,114,98,,,99.9,,6.9,,,169,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204862078,213091,ARN213-091,,0,,Unknown,,ZF,07E7C18,Hub Axle 2 Left,,SAE,SAE 80W90,,All wear levels appear within acceptable limits for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Oil in use appears to be the original or factory fill. Action: Resample at next recommended interval to monitor and establish wear trend. ,,2020-12-17 00:00:00,2020-12-02 00:00:00,2020-12-15 00:00:00,,1967,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,395,7,0.99,3,3,3,3,4,1,0.99,112,3,919,123,110,,,99.9,,7.1,,,122,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676115,213083,ARN213-083,,0,,Unknown,,ZF,079CBE2,Hub Axle 2 Right,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Bearing/bushing and shaft/gear wear indicated. Heavy concentration of water present. Other contaminant levels acceptable. Please check recorded viscosity against requirements.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Check all dirt access points (breathers/seals). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-11-02 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,584,13,0.99,3,5,9,5,20,1,0.99,77,3,792,96,105,,,800,,6.2,,,234,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676099,213083,ARN213-083,,0,,Unknown,,ZF,079CBE2,Hub Axle 2 Right,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Bearing/bushing and shaft/gear wear indicated. Heavy concentration of water present. Other contaminant levels acceptable. Please check recorded viscosity against requirements.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Check all water access points (breathers/seals). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-11-01 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,607,14,0.99,3,5,9,5,21,2,0.99,77,3,826,101,99,,,600,,5.5,,,204,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003667786,213088,ARN213-088,,0,,Unknown,,MTU,07E7B88,Engine,,See Comments,-,,"All wear levels appear within acceptable limits for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Fuel dilution satisfactory. Oil in use appears to be the original or factory fill. Action: Resample at next recommended interval to monitor and establish wear trend. Note: Oil type stated as, Nycolube 294 0W30. ",,2021-05-10 00:00:00,2021-04-15 00:00:00,2021-05-07 00:00:00,0,500,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,1,9,4,6,3,1,6,3,7,3235,9,1276,1207,,10.2,2,99.9,18.2,63.7,60.5,,9.9,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,
10204701258,213083,ARN213-083,,0,,Unknown,,,07B6F02,Transmission,,Transynd ATF,-,,All wear levels appear within acceptable limits for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Viscosity within specified operating range.Action: Resample at next recommended interval to monitor and establish wear trend. ,,2020-01-14 00:00:00,2020-01-07 00:00:00,2020-01-13 00:00:00,,1498,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,0.99,14,1,2,0.99,0.99,7,3,0.99,27,0.99,183,5,41,,,99.9,,68.2,,,9.9,,,,,,73,,,,,,,,,23/20/14,23,20,,14,,,,,,,,,,,,,,,,,,,,,,
10204880046,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,07593B4,Hub Axle 4 Left,,SAE,SAE 80W90,,"All wear rates normal. Abrasive and other contaminant levels are acceptable. Viscosity low for specified oil grade.Action: As oil already changed, resample next recommended service interval to further monitor. ",,2021-02-01 00:00:00,2021-01-21 00:00:00,2021-01-29 00:00:00,0,8233,,,Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,189,4,1,1,5,1,1,5,0.99,0.99,122,2,881,165,95,,,99.9,,7.6,,,109,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003671552,213090,ARN213-090,,0,,Unknown,,MTU,07E7B78,Engine,,Nycolube 294,SAE 5W30,,All wear rates normal. Abrasive and other contaminant levels are acceptable. Viscosity within specified operating range.Action: Resample next recommended service interval to further monitor. ,,2021-05-19 00:00:00,2021-05-07 00:00:00,2021-05-17 00:00:00,,514,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,1,5,4,7,1,1,6,4,6,3934,10,1365,1379,,9.9,1,99.9,5.4,63.7,59.9,,9.9,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,
10003667787,213090,ARN213-090,,0,,Unknown,,MTU,07E7B78,Engine,,See Comments,-,,"All wear levels appear within acceptable limits for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Fuel dilution satisfactory. Oil in use appears to be the original or factory fill. Action: Resample at next recommended interval to monitor and establish wear trend. Note: Oil type stated as, Nycolube 294 0W30. ",,2021-05-10 00:00:00,2021-04-15 00:00:00,2021-05-07 00:00:00,0,180,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,8,0.99,5,4,6,1,1,5,3,6,3178,8,1256,1188,,10,1,99.9,11.8,63.9,60.1,,9.9,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
10204676107,213083,ARN213-083,,0,,Unknown,,ZF,079CBE2,Hub Axle 2 Right,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Bearing/bushing and shaft/gear wear indicated. Silicon level (dirt/sealant material) satisfactory. Light concentration of water present. Please check recorded viscosity against requirements.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Check all water access points (breathers/seals). Resample at a reduced service interval to monitor and establish wear trend.  Note: Fluid type stated as, Fluid: 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-18 00:00:00,2019-10-31 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,592,14,0.99,3,4,9,5,21,0.99,0.99,73,3,827,100,106,,,400,,5.7,,,216,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003667792,213089,ARN213-089,,0,,Unknown,,MTU,07E7B7F,Engine,,See Comments,-,,"All wear levels appear within acceptable limits for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Fuel dilution satisfactory. Viscosity within specified operating range.Action: Resample at next recommended interval to monitor and establish wear trend. Note: Oil type stated as, Nycolube 294 0w30. ",,2021-05-10 00:00:00,2021-04-15 00:00:00,2021-05-07 00:00:00,0,129,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,16,1,6,4,8,1,1,6,3,6,3057,10,1206,1154,,10,1,99.9,31.1,63.7,60.8,,21,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
10204705044,213084,ARN213-084,,0,,Unknown,,MTU,07BA351,Engine,,Nycolube 294,SAE 5W30,,"All wear levels appear within acceptable limits for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Fuel dilution satisfactory. Infra-red analysis indicates oxidation/sulphation elevated. Viscosity within specified operating range.Action: Check for excessive blow-by or incorrect operating temperature. Resample at a reduced service interval to monitor and establish wear trend. Note: Fluid type stated as, Nycolube 294. Please provide sample of new product for reference purposes. ",,2020-01-31 00:00:00,2020-01-13 00:00:00,2020-01-20 00:00:00,,228,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,0.99,5,1,5,1,0.99,2,1,7,2898,9,1020,1070,,9.2,1,99.9,43.9,57.5,62.5,,9.9,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,
10204848108,213083,ARN213-083,,0,,Unknown,,,084D6AC,Differential Axle 1,,SAE,SAE 80W90,,All wear levels appear within acceptable limits for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Viscosity within specified operating range.Action: Resample at next recommended interval to monitor and establish wear trend. ,,2020-11-17 00:00:00,2020-11-02 00:00:00,2020-11-16 00:00:00,,6412,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,27,1,0.99,0.99,2,1,1,1,0.99,0.99,85,3,676,44,128,,,99.9,,7.4,,,15,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204848109,213083,ARN213-083,,0,,Unknown,,,079CBD8,Differential Axle 2,,SAE,SAE 80W90,,Lead level elevated. All other wear levels appear satisfactory for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Viscosity within specified operating range.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to monitor and establish wear trend. ,,2020-11-17 00:00:00,2020-11-02 00:00:00,2020-11-16 00:00:00,,6412,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,38,1,30,4,46,0.99,1,9,2,1,74,4,747,58,128,,,99.9,,7.3,,,18,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204891251,213084,ARN213-084,,0,,Unknown,,,0880D1F,Differential Axle 2,,SAE,SAE 80W90,,All wear levels within normal limits for run-in period. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Viscosity within specified operating range.Action: Resample at next recommended interval to monitor and establish wear trend. ,,2021-02-24 00:00:00,2021-02-19 00:00:00,2021-02-23 00:00:00,2,1907,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,65,1,21,4,38,1,1,6,1,2,51,4,656,50,125,,,99.9,,6.6,,,57,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003666896,213087,ARN213-087,,0,,Unknown,,MTU,07E7B4E,Engine,,See Comments,-,,"All wear levels appear within acceptable limits for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Fuel dilution satisfactory. Please check recorded viscosity against requirements.Action: Resample at next recommended interval to monitor and establish wear trend. Note: Sample Information Form states, Fluid type: Nycolube 294 0W30. ",,2021-05-05 00:00:00,2021-04-15 00:00:00,2021-05-05 00:00:00,,1202,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,30,1,6,4,8,1,1,7,3,3,3477,8,1225,1294,,9.2,1,99.9,37.5,67.5,64.4,,9.9,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,,
10204751630,213083,ARN213-083,,537756,POC Andrew Gorine,Unknown,,ZF,079CBE4,Hub Axle 2 Left,,SAE,SAE 80W90,,Bearing/bushing and shaft/gear wear indicated. PQ Index number (ferrous material) abnormally high. Concentration of water at a severe level. Other contaminant levels acceptable. Viscosity within specified operating range.Action: Check all water access points (breathers/seals). Advise kidney loop filtration. Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor.  ,,2020-05-04 00:00:00,2020-04-28 00:00:00,2020-05-04 00:00:00,0,5183,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1685,20,1,3,13,10,12,12,0.99,1,46,5,1698,79,138,,,1000.1,,6.3,,,2169,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751639,213083,ARN213-083,,537756,POC Andrew Gorine,Unknown,,ZF,079CBE5,Hub Axle 4 Left,,SAE,SAE 80W90,,Chromium level abnormal. All other wear levels within limits. Abrasive and other contaminant levels are acceptable. Viscosity within specified operating range.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-28 00:00:00,2020-05-04 00:00:00,0,5183,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,497,7,1,1,6,4,2,14,0.99,1,51,2,1806,77,123,,,99.9,,6.3,,,182,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204931805,213084,ARN213-084,,0,,Unknown,,ZF,07BA34D,Hub Axle 4 Right,,SAE,SAE 80W90,,Wear levels appear higher than typical for run-in period. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Viscosity within specified operating range.Action: Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to monitor and establish wear trend. ,,2021-05-24 00:00:00,2021-05-11 00:00:00,2021-05-21 00:00:00,0.1,1000,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1158,17,0.99,2,8,10,8,12,0.99,0.99,44,4,2147,45,139,,,99.9,,5.9,,,188,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751633,213083,ARN213-083,,537756,POC Andrew Gorine,Unknown,,ZF,079CBE7,Hub Axle 3 Right,,SAE,SAE 80W90,,Bearing/bushing and shaft/gear wear indicated. Abrasive and other contaminant levels are acceptable. Viscosity within specified operating range.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-05 00:00:00,2020-04-28 00:00:00,2020-05-04 00:00:00,0,5183,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1634,24,0.99,3,9,12,13,11,1,1,40,3,1871,62,126,,,99.9,,6.1,,,343,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751642,213083,ARN213-083,,537756,POC Andrew Gorine,Unknown,,ZF,079CBDD,Hub Axle 1 Right,,SAE,SAE 80W90,,Bearing/bushing and shaft/gear wear indicated. Concentration of water at a severe level. Other contaminant levels acceptable. Viscosity within specified operating range.Action: Check all water access points (breathers/seals). Advise kidney loop filtration. Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-28 00:00:00,2020-05-04 00:00:00,0,5183,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1039,16,1,3,9,8,7,9,0.99,0.99,38,5,1924,66,132,,,1000.1,,6.5,,,279,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751640,213083,ARN213-083,,537756,POC Andrew Gorine,Unknown,,ZF,079CBE3,Hub Axle 3 Left,,SAE,SAE 80W90,,Bearing/bushing and shaft/gear wear indicated. Heavy concentration of water present. Other contaminant levels acceptable. Viscosity within specified operating range.Action: Check all water access points (breathers/seals). Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-28 00:00:00,2020-05-04 00:00:00,0,5183,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2027,29,0.99,3,10,14,16,4,1,0.99,11,4,1923,27,143,,,800,,6.2,,,218,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751641,213083,ARN213-083,,537756,POC Andrew Gorine,Unknown,,ZF,079CBE6,Hub Axle 1 Left,,Spirax S3 ALS,SAE 80W90,,Bearing/bushing and shaft/gear wear indicated. Concentration of water at a severe level. Other contaminant levels acceptable. Viscosity within specified operating range.Action: Check all water access points (breathers/seals). Advise kidney loop filtration. Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-28 00:00:00,2020-05-04 00:00:00,0,5183,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1193,18,0.99,2,9,8,8,11,1,0.99,41,4,1925,57,136,,,1000.1,,6,,,139,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751643,213083,ARN213-083,,537756,POC Andrew Gorine,Unknown,,ZF,079CBE2,Hub Axle 2 Right,,SAE,SAE 80W90,,Bearing/bushing and shaft/gear wear indicated. Heavy concentration of water present. Other contaminant levels acceptable. Viscosity within specified operating range.Action: Check all water access points (breathers/seals). Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-28 00:00:00,2020-05-04 00:00:00,0,5183,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1709,23,0.99,3,9,11,11,9,0.99,1,31,3,1950,55,141,,,900,,6.3,,,142,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751644,213083,ARN213-083,,537756,POC Andrew Gorine,Unknown,,ZF,079CBE0,Hub Axle 4 Right,,SAE,SAE 80W90,,Bearing/bushing and shaft/gear wear indicated. Heavy concentration of water present. Other contaminant levels acceptable. Viscosity within specified operating range.Action: Check all water access points (breathers/seals). Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-28 00:00:00,2020-05-04 00:00:00,0,5183,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1372,19,1,3,9,9,9,9,1,1,35,3,1946,63,136,,,900,,6.2,,,162,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204701550,213085,ARN213-085,,0,,Unknown,,MTU,07B6F52,Engine,,SAE,SAE 5W30,,All wear levels appear within acceptable limits for first sample. PQ Index number (ferrous material) higher than typical. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Fuel dilution satisfactory. Infra-red analysis indicates oxidation/sulphation elevated. Please check recorded viscosity against requirements.Action: Check for excessive blow-by or incorrect operating temperature. Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to monitor and establish wear trend. ,,2020-01-17 00:00:00,2020-01-07 00:00:00,2020-01-13 00:00:00,,644,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,0.99,3,2,4,0.99,0.99,2,0.99,3,2801,7,1048,1065,,9.7,1,99.9,43.9,63.3,64.2,,62,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,
